id,image,meta_prompt,category
49,BAKERY/5e1f11c009d582e5752e6bfa869da38b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: dessert cups on deep red background with script labels, glossy toppings and snow-like crumbs; flavor lineup poster, luxury cafe menu mood. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
50,BAKERY/622296d9d8d939405e259d6272d36222.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: bitten cookie followed by chocolate dots on pale mint background; minimalist sequence visual, product-as-punctuation, playful negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
51,BAKERY/65819a46bc5440947aac665d5ce3e056.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: berry tart on gold stand with sauce poured from floating cup, blue studio background; surreal pour action, elegant pedestal, fruit accents in midair. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
52,BAKERY/66701d9d048e086f037f22aa47e744ed.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: assorted chocolates arranged in flowing brown sauce shape on beige poster; premium craft confectionery layout, vertical copy block, glossy organic frame. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
53,BAKERY/675f33255d6e941e43347a669e96898e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hands holding fork and knife above plated cake on pastel split background; whimsical dining setup, minimal props, playful ready-to-eat story. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
54,BAKERY/678380536c6f49245331e5581aef2d4f.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: ice cream bar or cake pop on cream plate with berries, top-down clean light; polished product close-up, soft shadows, elegant wrapper/label zone. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
55,BAKERY/69a4cbd32c5388a3ccea58048d955d4e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: caramel-glazed pastries stacked on orange background with caramel drips; monochrome indulgence palette, sticky texture macro, bold product cluster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
56,BAKERY/6abc6cb9b2c0fd7531a9f3732f248f42.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: small dessert and tea on orange table with book and fabric, warm side light; cozy reading ritual, lifestyle still life, calm negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
57,BAKERY/6adff9733ef54e0bc6e59fa13990661b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: donut integrated into oversized WOW typography on red field; bold wordmark product substitution, high-contrast social ad, minimal branding. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
58,BAKERY/6af96610bd32947db51fd85bd8119b2a.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hands holding dessert cup against burgundy sweater and dark festive background; cozy premium close-up, tactile human warmth, small serif copy zone. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
59,BAKERY/6e6d05b060adaeca53b423c64a4b200e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cookies floating and falling over purple poster with crumbs, crisp studio light; dynamic snack cascade, vertical movement, small product-info blocks. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
60,BAKERY/6e7e3dc23cb929358e31b6e62d4d1ed1.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hands breaking molten chocolate cookie on turquoise background; appetizing pull-apart macro, human interaction, gooey center emphasis. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
61,BAKERY/6ef2b8602f58cfb8240658eb718f2c65.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single cake slice on dark green pedestal, minimal logo at top, strong side shadow; restrained luxury poster, centered hero and deep color field. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
62,BAKERY/714a8228bd54fed7cdc0987ed51f14b7.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: assorted pastries and cakes on cobalt table with arched backdrop, warm highlights; architectural studio set, premium collection layout, deep blue-gold palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
63,BAKERY/733586e773b7e6c3b164c8f9a8552587.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: stacked cute pastries and cup characters on pink background; kawaii bakery tower, playful faces, bright youth-oriented brand poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
64,BAKERY/7420bdd7c399c7fe12e1ae261449d27e.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissants hanging vertically with pink filling drip on dark burgundy background; suspended motion, moody dessert theater, sensual color contrast. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
65,BAKERY/75cfafddf75dae6372e7731426cfda38.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: floating toast or pastry with butter under golden sunbeam, white plate below; magical breakfast moment, dust particles, editorial copy block beneath. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
66,BAKERY/772b3f5e19f6aece80772e70c98b1f27.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cake slice drenched in chocolate sauce on warm brown background, tight crop; decadent action macro, dripping texture, minimal flavor label. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
67,BAKERY/778f2f43e8a53ef229da1213012cf571.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: green layer cake on fork against dark green poster, centered vertical; taste-call-to-action typography, fork-as-pedestal, premium dessert ad. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
68,BAKERY/78d6c819a2f799aab8949d010cfd02dd.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: jam jar surrounded by floating strawberries on rich red background, shallow depth; ingredient origin story, product packshot, energetic fruit motion. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
69,BAKERY/792355cbf11baec3762e5c3115a01fc9.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: matcha strawberry cake poster with close-up cake base and large green headline; fresh botanical palette, bold block typography, flavor-forward design. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
70,BAKERY/7bbea1e6c5e22575788d48cd8476a9aa.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: packaged dessert among floating churros on tan textured background; ingredient orbit pattern, retail packshot hero, playful motion. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
71,BAKERY/7f5efe45e3c06cdb76b2c9011221abfe.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: pink multi-product dessert poster with Korean-style text zones and soft studio set; dessert assortment, gentle pastel lighting, organized menu layout. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
72,BAKERY/823ecbff7255e7a1e09dac7073c6e059.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single pastry centered on plate seen from overhead on dark red table; minimal fine-dining composition, circular geometry, quiet luxury negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
73,BAKERY/82ccbb364dad2cf1981f51c2d222f2d6.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: small jar on orange stage with dramatic hand shadow reaching in circular spotlight; theatrical product suspense, monochrome warm palette, tiny hero scale. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
74,BAKERY/82e340e5d76f7875510d0dfe1a03ce73.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissant peeking from behind red horizontal block on pale background, warm daylight; cropped reveal composition, strong shadow, modern editorial poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
75,BAKERY/8a4b03b8079655ce119d8be8233dd58c.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: fork lifting green-filled croissant bite in warm cafe light; first-bite macro, creamy filling pull, large expressive headline space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
76,BAKERY/8d2c82f4242aca13681a55d7853b4ebe.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: tiny brownie or chocolate cube in blue-black light with hard stripe shadows; cinematic low-key minimalism, product isolated in negative space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
77,BAKERY/8f0915b0f034ad59d686b6d48c331531.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: Japanese pink strawberry cake poster with cute illustrations and cream background; kawaii dessert illustration-photo mix, large native-style headline zone. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
78,BAKERY/9104c272103d2df7a50154f8ebfd7643.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hand presenting cake slice through parted red curtains, single spotlight; secret boutique reveal, centered product, dark theatrical frame. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
79,BAKERY/910b9c3d9da87ebccf19311bd34f2f9b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: honey or syrup pouring onto filled pastry on black plate against burgundy set; macro indulgence action, glossy drip, elegant low-key lighting. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
80,BAKERY/9b8c4b2f4ed64b268a0d4cf356ffd597.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: dessert displayed on house-of-cards structure against red velvet, romantic script; playful luxury set design, product at top, love-club mood. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
81,BAKERY/9c9438d74a1f5f81d6dd5d7c19613d96.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: small plated dessert on red stage with curtain shadows, top-down theatrical lighting; dramatic restaurant dessert still life, rich red palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
82,BAKERY/9dd7ab7ec45a7b1b44796b3e26016da4.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: round tub of pink product surrounded by raspberries on hot pink flat lay; ingredient pattern, top-down symmetry, saturated monochrome color. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
83,BAKERY/a0ba294c6671a48c3dd8abf7fb81077f.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cake slice balanced on fork against vivid orange background, clean studio shadow; utensil-as-pedestal minimalism, centered vertical product hero. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
84,BAKERY/a170087bd63e14c315bc164fe6ae802a.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cake top with raspberries filling lower frame against muted rose background; close cropped celebration poster, elegant serif/script title area. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
85,BAKERY/a4d6eb4c36a381ddb9bf0682bf0d2a35.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: smartphone ordering screen with pastries emerging onto orange platform; digital commerce concept, phone as portal, strong cast shadow. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
86,BAKERY/a514520985bb39757f0da2a278a46b05.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: croissant centered over oversized serif letters on off-white poster; typographic overlap, editorial bakery branding, refined minimal palette. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
87,BAKERY/a586178d4d035f07514888447f342362.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: product seen through opened round tin on deep red background, metallic rim highlights; package reveal concept, small hero framed by lid. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
88,BAKERY/a7485d6f00d290f83a43ff41d6f6c022.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: pink Japanese-style pancake poster with strawberries and cream, cute sticker graphics; playful dessert menu layout, large rounded typography zones. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
89,BAKERY/a971016fe9ee37538110a2a99608ba59.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: single cake slice on dark poster with long descriptive copy at bottom; moody editorial food photography, spotlighted crumb texture, magazine-style caption block. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
90,BAKERY/add3d38544ebee02130b627837a73517.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: layered pastries stacked on red background with fork and small berry accent; bold color-block product tower, geometric composition, energetic contrast. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
91,BAKERY/aef62d949fda36e0aea5cd9a89de444d.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cupcake passed between hands in front of red curtains; birthday stage drama, human gesture, centered product exchange. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
92,BAKERY/af3fac938b5da2981c9e29baa7ac3d55.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cookie inside illustrated alarm clock on coral background; playful reminder concept, line-art device frame, friendly social poster. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
93,BAKERY/b140a53bab602b22bb3b96d27edf5d0c.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: packaged dessert cups arranged on red tic-tac-toe grid with strawberries; game-board flat lay, bright retail packshot, graphic white lines. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
94,BAKERY/b208b38e19768c8dd836ea0780c712b5.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: hand placing heart-filled cookie onto stack in pink heart-shaped set; romantic product ritual, pastel studio, centered hand interaction. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
95,BAKERY/b20c7221f9fb5ea4438d624525d6b9ce.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: waffles with sauces and berries in illustrated menu poster, cream background with hearts; playful flavor map, sticker-like product repetition. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
96,BAKERY/b2a9688e4691ad6a7a74d704b5860c3b.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: cookie bouquet held like flowers against pink background; giftable bakery concept, hand-held cluster, bold simple headline space. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
97,BAKERY/b6b8444e3fc689514cf52ff62bcaf1b9.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: milkshake or dessert drink on electric blue poster with yellow hand-drawn typography and flavor cubes; maximal playful retail design. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
98,BAKERY/b71d16911e2f1a4dc938902e89eec893.jpg,"Create a premium bakery advertising image using [INPUT_PRODUCT] as the replaceable hero product. Photograph DNA: large filled croissant sandwich on red background, intense side light; appetizing macro hero, crisp crust texture, minimal copy. Design DNA: preserve the source layout logic, color palette, lighting direction, camera angle, negative space, prop relationships, and typography zones; replace the original food/product with [INPUT_PRODUCT] while matching perspective, scale, shadows, texture, and appetite appeal. Use editable placeholder copy only, avoid real logos unless supplied, and keep the final result polished, photoreal, high-resolution, and campaign-ready.",Bakery
